datetime,1st-id,1st-rtt,2nd-id,2nd-rtt,3rd-id,3rd-rtt,4th-id,4th-rtt,5th-id,5th-rtt,6th-id,6th-rtt,7th-id,7th-rtt,8th-id,8th-rtt,9th-id,9th-rtt,10th-id,10th-rtt,11th-id,11th-rtt,12th-id,12th-rtt,13th-id,13th-rtt,14th-id,14th-rtt,15th-id,15th-rtt,16th-id,16th-rtt,17th-id,17th-rtt,18th-id,18th-rtt,19th-id,19th-rtt,20th-id,20th-rtt,21th-id,21th-rtt,22th-id,22th-rtt,23th-id,23th-rtt,24th-id,24th-rtt,25th-id,25th-rtt,26th-id,26th-rtt,27th-id,27th-rtt,28th-id,28th-rtt,29th-id,29th-rtt,30th-id,30th-rtt,ping
2020/03/18 03:00:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),144.315,210.173.178.59(210.173.178.59),144.260,*,,*,,*,,54.239.53.47(54.239.53.47),147.187,*,,*,,52.95.31.165(52.95.31.165),171.233,*,,*,,52.95.30.220(52.95.30.220),171.098,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,93.016
2020/03/18 03:00:31,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),90.596,210.173.178.59(210.173.178.59),90.541,*,,*,,*,,54.239.53.47(54.239.53.47),91.435,52.95.31.146(52.95.31.146),97.889,*,,52.95.31.173(52.95.31.173),99.517,*,,*,,52.95.30.216(52.95.30.216),102.643,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.121
2020/03/18 03:00:46,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),67.030,210.173.178.61(210.173.178.61),68.693,*,,*,,*,,54.239.53.43(54.239.53.43),68.502,52.95.31.146(52.95.31.146),82.716,*,,52.95.31.167(52.95.31.167),85.686,*,,*,,52.95.30.212(52.95.30.212),85.554,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,75.020
2020/03/18 03:01:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),70.415,210.173.178.59(210.173.178.59),70.362,*,,*,,*,,54.239.53.22(54.239.53.22),71.806,*,,*,,52.95.31.191(52.95.31.191),75.737,*,,*,,52.95.30.208(52.95.30.208),87.826,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,77.076
2020/03/18 03:01:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),72.688,210.173.178.59(210.173.178.59),72.643,*,,*,,*,,54.239.53.8(54.239.53.8),74.025,*,,*,,52.95.31.209(52.95.31.209),79.216,*,,*,,52.95.30.212(52.95.30.212),82.983,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,81.892
2020/03/18 03:01:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),72.393,210.173.178.61(210.173.178.61),72.350,*,,*,,*,,54.239.53.22(54.239.53.22),75.106,*,,*,,52.95.31.199(52.95.31.199),78.948,*,,*,,52.95.30.208(52.95.30.208),82.825,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,75.804
2020/03/18 03:01:46,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),70.266,210.173.178.59(210.173.178.59),70.223,*,,*,,*,,54.239.53.22(54.239.53.22),79.946,52.95.31.146(52.95.31.146),84.902,*,,52.95.31.191(52.95.31.191),84.806,*,,*,,52.95.30.220(52.95.30.220),84.673,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,78.329
2020/03/18 03:02:01,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),72.944,210.173.178.59(210.173.178.59),72.863,*,,*,,*,,54.239.53.14(54.239.53.14),82.540,*,,*,,52.95.31.161(52.95.31.161),87.354,*,,*,,52.95.30.212(52.95.30.212),91.051,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,70.974
2020/03/18 03:02:16,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),57.234,210.173.178.59(210.173.178.59),54.125,*,,*,,*,,54.239.53.12(54.239.53.12),56.793,52.95.31.146(52.95.31.146),59.559,*,,52.95.31.203(52.95.31.203),61.193,*,,*,,52.95.30.216(52.95.30.216),65.395,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.998
2020/03/18 03:02:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),64.688,210.173.178.59(210.173.178.59),64.641,*,,*,,*,,54.239.53.55(54.239.53.55),67.153,*,,*,,52.95.31.181(52.95.31.181),71.077,*,,*,,52.95.30.216(52.95.30.216),73.840,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.545
2020/03/18 03:02:46,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),64.776,210.173.178.59(210.173.178.59),64.730,*,,*,,*,,54.239.53.18(54.239.53.18),66.110,52.95.31.146(52.95.31.146),71.590,*,,52.95.31.183(52.95.31.183),71.495,*,,*,,52.95.30.212(52.95.30.212),74.218,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,74.797
2020/03/18 03:03:01,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),72.703,210.173.178.59(210.173.178.59),72.658,*,,*,,*,,54.239.53.22(54.239.53.22),83.596,*,,*,,52.95.31.163(52.95.31.163),88.127,*,,*,,52.95.30.208(52.95.30.208),92.099,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.925
2020/03/18 03:03:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),62.510,210.173.178.59(210.173.178.59),62.462,*,,*,,*,,54.239.53.43(54.239.53.43),65.197,52.95.31.146(52.95.31.146),69.379,*,,52.95.31.171(52.95.31.171),69.281,*,,*,,52.95.30.216(52.95.30.216),72.030,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.626
2020/03/18 03:03:31,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,64.793
2020/03/18 03:03:46,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),72.665,210.173.178.61(210.173.178.61),72.619,*,,*,,*,,54.239.53.49(54.239.53.49),75.356,*,,*,,52.95.31.189(52.95.31.189),80.193,*,,*,,52.95.30.220(52.95.30.220),91.118,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,64.157
2020/03/18 03:04:01,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),64.995,210.173.178.59(210.173.178.59),64.947,*,,*,,*,,54.239.53.12(54.239.53.12),67.694,52.95.31.146(52.95.31.146),71.351,*,,52.95.31.167(52.95.31.167),71.257,*,,*,,52.95.30.212(52.95.30.212),74.393,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,88.457
2020/03/18 03:04:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),64.866,210.173.178.61(210.173.178.61),64.785,*,,*,,*,,54.239.53.22(54.239.53.22),67.471,*,,*,,52.95.31.163(52.95.31.163),72.310,*,,*,,52.95.30.220(52.95.30.220),75.074,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.541
2020/03/18 03:04:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),64.707,210.173.178.59(210.173.178.59),64.661,*,,*,,*,,54.239.53.16(54.239.53.16),66.072,*,,*,,52.95.31.209(52.95.31.209),71.047,*,,*,,52.95.30.208(52.95.30.208),74.108,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,68.730
2020/03/18 03:04:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),64.433,210.173.178.59(210.173.178.59),64.380,*,,*,,*,,54.239.53.49(54.239.53.49),67.153,*,,*,,52.95.31.159(52.95.31.159),70.826,*,,*,,52.95.30.208(52.95.30.208),82.917,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.915
2020/03/18 03:05:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),64.749,210.173.178.59(210.173.178.59),66.312,*,,*,,*,,54.239.53.22(54.239.53.22),65.974,*,,*,,52.95.31.167(52.95.31.167),70.881,*,,*,,52.95.30.208(52.95.30.208),73.924,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.878
2020/03/18 03:05:16,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),72.206,210.173.178.59(210.173.178.59),87.151,*,,*,,*,,54.239.53.22(54.239.53.22),82.940,52.95.31.146(52.95.31.146),86.904,*,,52.95.31.195(52.95.31.195),86.809,*,,*,,52.95.30.216(52.95.30.216),91.614,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.777
2020/03/18 03:05:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),68.043,210.173.178.59(210.173.178.59),64.955,*,,*,,*,,54.239.53.14(54.239.53.14),67.612,*,,*,,52.95.31.221(52.95.31.221),71.075,*,,*,,52.95.30.212(52.95.30.212),74.241,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,156.297
