datetime,1st-id,1st-rtt,2nd-id,2nd-rtt,3rd-id,3rd-rtt,4th-id,4th-rtt,5th-id,5th-rtt,6th-id,6th-rtt,7th-id,7th-rtt,8th-id,8th-rtt,9th-id,9th-rtt,10th-id,10th-rtt,11th-id,11th-rtt,12th-id,12th-rtt,13th-id,13th-rtt,14th-id,14th-rtt,15th-id,15th-rtt,16th-id,16th-rtt,17th-id,17th-rtt,18th-id,18th-rtt,19th-id,19th-rtt,20th-id,20th-rtt,21th-id,21th-rtt,22th-id,22th-rtt,23th-id,23th-rtt,24th-id,24th-rtt,25th-id,25th-rtt,26th-id,26th-rtt,27th-id,27th-rtt,28th-id,28th-rtt,29th-id,29th-rtt,30th-id,30th-rtt,ping
2020/03/27 17:00:16,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),155.978,210.173.178.59(210.173.178.59),155.927,*,,*,,*,,54.239.53.59(54.239.53.59),161.279,*,,*,,52.95.31.161(52.95.31.161),175.133,*,,*,,52.95.30.216(52.95.30.216),174.791,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,94.019
2020/03/27 17:00:31,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),87.288,210.173.178.59(210.173.178.59),87.206,*,,*,,*,,54.239.53.14(54.239.53.14),86.805,*,,*,,52.95.31.179(52.95.31.179),93.265,*,,*,,52.95.30.208(52.95.30.208),96.369,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,97.020
2020/03/27 17:00:46,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),70.806,210.173.178.59(210.173.178.59),70.759,*,,*,,*,,54.239.53.10(54.239.53.10),73.403,52.95.31.148(52.95.31.148),76.432,*,,52.95.31.189(52.95.31.189),78.042,*,,*,,52.95.30.208(52.95.30.208),81.242,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.884
2020/03/27 17:01:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),68.752,210.173.178.59(210.173.178.59),68.664,*,,*,,*,,54.239.53.32(54.239.53.32),69.933,*,,*,,52.95.31.203(52.95.31.203),77.104,*,,*,,52.95.30.216(52.95.30.216),78.604,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.810
2020/03/27 17:01:16,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),70.297,210.173.178.61(210.173.178.61),70.246,*,,*,,*,,54.239.53.71(54.239.53.71),71.800,*,,*,,52.95.31.203(52.95.31.203),78.123,*,,*,,52.95.30.208(52.95.30.208),80.974,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.607
2020/03/27 17:01:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),82.559,210.173.178.59(210.173.178.59),71.488,*,,*,,*,,54.239.53.57(54.239.53.57),72.782,*,,*,,52.95.31.197(52.95.31.197),81.962,*,,*,,52.95.30.208(52.95.30.208),83.213,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,79.608
2020/03/27 17:01:46,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),72.248,210.173.178.59(210.173.178.59),72.202,*,,*,,*,,54.239.53.59(54.239.53.59),73.943,*,,*,,52.95.31.211(52.95.31.211),80.012,*,,*,,52.95.30.208(52.95.30.208),82.724,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,70.869
2020/03/27 17:02:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),70.844,210.173.178.61(210.173.178.61),70.797,*,,*,,*,,54.239.53.67(54.239.53.67),72.200,*,,*,,52.95.31.167(52.95.31.167),77.414,*,,*,,52.95.30.220(52.95.30.220),80.307,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,71.154
2020/03/27 17:02:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),70.969,210.173.178.61(210.173.178.61),70.922,*,,*,,*,,54.239.53.8(54.239.53.8),73.412,*,,*,,52.95.31.177(52.95.31.177),78.558,*,,*,,52.95.30.208(52.95.30.208),81.286,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.779
2020/03/27 17:02:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),71.180,210.173.178.61(210.173.178.61),71.133,*,,*,,*,,54.239.53.57(54.239.53.57),74.256,52.95.31.148(52.95.31.148),92.219,*,,52.95.31.187(52.95.31.187),79.135,*,,*,,52.95.30.208(52.95.30.208),81.979,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,77.714
2020/03/27 17:02:46,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),62.938,210.173.178.59(210.173.178.59),62.850,*,,*,,*,,54.239.53.32(54.239.53.32),64.002,*,,*,,52.95.31.171(52.95.31.171),77.252,*,,*,,52.95.30.212(52.95.30.212),77.104,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,61.341
2020/03/27 17:03:01,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),67.121,210.173.178.59(210.173.178.59),67.074,*,,*,,*,,54.239.53.71(54.239.53.71),69.466,*,,*,,52.95.31.195(52.95.31.195),74.361,*,,*,,52.95.30.216(52.95.30.216),77.838,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,80.560
2020/03/27 17:03:16,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),78.638,210.173.178.61(210.173.178.61),84.186,*,,*,,*,,54.239.53.59(54.239.53.59),78.394,*,,*,,52.95.31.191(52.95.31.191),83.847,*,,*,,52.95.30.208(52.95.30.208),87.077,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,74.995
2020/03/27 17:03:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),71.646,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,78.355
2020/03/27 17:03:46,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),71.574,210.173.178.59(210.173.178.59),73.173,*,,*,,*,,54.239.53.22(54.239.53.22),72.994,*,,*,,52.95.31.209(52.95.31.209),78.877,*,,*,,52.95.30.216(52.95.30.216),81.966,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,61.195
2020/03/27 17:04:01,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),72.121,210.173.178.59(210.173.178.59),72.075,*,,*,,*,,54.239.53.18(54.239.53.18),73.453,*,,*,,52.95.31.195(52.95.31.195),79.660,*,,*,,52.95.30.212(52.95.30.212),82.417,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,77.286
2020/03/27 17:04:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),71.395,210.173.178.59(210.173.178.59),71.340,*,,*,,*,,54.239.53.63(54.239.53.63),73.808,*,,*,,52.95.31.185(52.95.31.185),78.943,*,,*,,52.95.30.216(52.95.30.216),81.691,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.893
2020/03/27 17:04:31,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),63.429,210.173.178.61(210.173.178.61),63.375,*,,*,,*,,54.239.53.26(54.239.53.26),64.777,*,,*,,52.95.31.209(52.95.31.209),69.915,*,,*,,52.95.30.208(52.95.30.208),73.764,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,45.863
2020/03/27 17:04:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),62.423,210.173.178.61(210.173.178.61),62.376,*,,*,,*,,54.239.53.71(54.239.53.71),63.815,*,,*,,52.95.31.189(52.95.31.189),69.010,*,,*,,52.95.30.212(52.95.30.212),71.769,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,79.463
2020/03/27 17:05:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),63.140,210.173.178.59(210.173.178.59),63.093,*,,*,,*,,54.239.53.57(54.239.53.57),65.524,*,,*,,52.95.31.197(52.95.31.197),69.437,*,,*,,52.95.30.212(52.95.30.212),80.557,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.528
2020/03/27 17:05:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),65.847,*,,*,,*,,*,,54.239.53.8(54.239.53.8),68.275,*,,*,,52.95.31.215(52.95.31.215),72.339,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.585
2020/03/27 17:05:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),71.675,210.173.178.59(210.173.178.59),61.955,*,,*,,*,,54.239.53.20(54.239.53.20),63.383,*,,*,,52.95.31.209(52.95.31.209),69.573,*,,*,,52.95.30.208(52.95.30.208),71.117,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,102.479
2020/03/27 17:05:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),67.316,210.173.178.61(210.173.178.61),67.270,*,,*,,*,,54.239.53.38(54.239.53.38),77.066,*,,*,,52.95.31.167(52.95.31.167),82.661,*,,*,,52.95.30.212(52.95.30.212),94.934,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,75.868
2020/03/27 17:06:01,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),70.994,210.173.178.59(210.173.178.59),72.600,*,,*,,*,,54.239.53.22(54.239.53.22),72.411,*,,*,,52.95.31.189(52.95.31.189),77.574,*,,*,,52.95.30.220(52.95.30.220),81.407,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.970
2020/03/27 17:06:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),62.864,210.173.178.59(210.173.178.59),62.819,*,,*,,*,,54.239.53.32(54.239.53.32),65.610,*,,*,,52.95.31.173(52.95.31.173),69.413,*,,*,,52.95.30.212(52.95.30.212),72.244,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.996
2020/03/27 17:06:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),70.114,210.173.178.59(210.173.178.59),71.706,*,,*,,*,,54.239.53.38(54.239.53.38),95.557,*,,*,,52.95.31.185(52.95.31.185),101.664,*,,*,,52.95.30.208(52.95.30.208),104.200,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,85.152
2020/03/27 17:06:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),71.660,210.173.178.59(210.173.178.59),73.267,*,,*,,*,,54.239.53.12(54.239.53.12),73.076,*,,*,,52.95.31.197(52.95.31.197),80.264,*,,*,,52.95.30.208(52.95.30.208),81.794,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,81.159
2020/03/27 17:07:01,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),69.643,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,78.340
2020/03/27 17:07:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),71.327,210.173.178.59(210.173.178.59),72.919,*,,*,,*,,54.239.53.57(54.239.53.57),71.090,52.95.31.148(52.95.31.148),78.026,*,,52.95.31.213(52.95.31.213),77.934,*,,*,,52.95.30.216(52.95.30.216),80.725,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,69.901
2020/03/27 17:07:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),72.895,210.173.178.59(210.173.178.59),72.814,*,,*,,*,,54.239.53.38(54.239.53.38),75.419,*,,*,,52.95.31.173(52.95.31.173),79.831,*,,*,,52.95.30.212(52.95.30.212),82.881,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,74.877
2020/03/27 17:07:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),63.207,210.173.178.59(210.173.178.59),63.162,*,,*,,*,,54.239.53.59(54.239.53.59),80.924,52.95.31.148(52.95.31.148),88.577,*,,52.95.31.175(52.95.31.175),88.482,*,,*,,52.95.30.208(52.95.30.208),98.353,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,80.108
2020/03/27 17:08:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),63.832,210.173.178.61(210.173.178.61),63.781,*,,*,,*,,54.239.53.61(54.239.53.61),66.414,*,,*,,52.95.31.189(52.95.31.189),70.979,*,,*,,52.95.30.220(52.95.30.220),83.057,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,67.190
2020/03/27 17:08:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),66.289,210.173.178.61(210.173.178.61),66.242,*,,*,,*,,54.239.53.22(54.239.53.22),67.761,*,,*,,52.95.31.203(52.95.31.203),71.830,*,,*,,52.95.30.208(52.95.30.208),75.591,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.457
2020/03/27 17:08:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),71.139,210.173.178.59(210.173.178.59),64.037,*,,*,,*,,54.239.53.28(54.239.53.28),65.577,*,,*,,52.95.31.221(52.95.31.221),70.757,*,,*,,52.95.30.212(52.95.30.212),74.528,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.899
2020/03/27 17:08:46,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),67.371,210.173.178.59(210.173.178.59),68.943,*,,*,,*,,54.239.53.59(54.239.53.59),66.897,*,,*,,52.95.31.199(52.95.31.199),72.515,*,,*,,52.95.30.208(52.95.30.208),75.246,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,51.744
2020/03/27 17:09:01,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),63.538,210.173.178.59(210.173.178.59),63.493,*,,*,,*,,54.239.53.36(54.239.53.36),64.826,*,,*,,52.95.31.159(52.95.31.159),69.891,*,,*,,52.95.30.212(52.95.30.212),72.421,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,89.016
2020/03/27 17:09:16,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),66.189,210.173.178.61(210.173.178.61),66.100,*,,*,,*,,54.239.53.28(54.239.53.28),67.332,*,,*,,52.95.31.191(52.95.31.191),72.512,*,,*,,52.95.30.220(52.95.30.220),77.388,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,85.854
2020/03/27 17:09:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),63.812,210.173.178.59(210.173.178.59),63.733,*,,*,,*,,54.239.53.30(54.239.53.30),65.789,52.95.31.148(52.95.31.148),82.593,*,,52.95.31.173(52.95.31.173),71.442,*,,*,,52.95.30.212(52.95.30.212),74.302,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,70.930
2020/03/27 17:09:46,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),63.137,210.173.178.59(210.173.178.59),63.056,*,,*,,*,,54.239.53.59(54.239.53.59),65.732,*,,*,,52.95.31.203(52.95.31.203),70.662,*,,*,,52.95.30.220(52.95.30.220),73.414,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,62.460
2020/03/27 17:10:01,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),64.849,210.173.178.59(210.173.178.59),66.469,*,,*,,*,,54.239.53.67(54.239.53.67),66.275,*,,*,,52.95.31.213(52.95.31.213),72.455,*,,*,,52.95.30.220(52.95.30.220),75.304,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,71.387
2020/03/27 17:10:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),66.172,210.173.178.59(210.173.178.59),66.118,*,,*,,*,,54.239.53.30(54.239.53.30),67.463,*,,*,,52.95.31.181(52.95.31.181),72.707,*,,*,,52.95.30.220(52.95.30.220),75.564,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.938
2020/03/27 17:10:31,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),66.642,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,96.653
2020/03/27 17:10:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),66.157,210.173.178.59(210.173.178.59),66.104,*,,*,,*,,54.239.53.10(54.239.53.10),67.768,*,,*,,52.95.31.221(52.95.31.221),72.894,*,,*,,52.95.30.208(52.95.30.208),75.658,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,82.001
2020/03/27 17:11:01,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),63.724,210.173.178.59(210.173.178.59),63.644,*,,*,,*,,54.239.53.26(54.239.53.26),67.238,*,,*,,52.95.31.179(52.95.31.179),69.833,*,,*,,52.95.30.220(52.95.30.220),72.829,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,73.800
2020/03/27 17:11:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),64.121,210.173.178.59(210.173.178.59),64.043,*,,*,,*,,54.239.53.28(54.239.53.28),66.665,*,,*,,52.95.31.173(52.95.31.173),71.337,*,,*,,52.95.30.220(52.95.30.220),74.244,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,72.396
2020/03/27 17:11:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),64.576,210.173.178.61(210.173.178.61),64.532,*,,*,,*,,54.239.53.24(54.239.53.24),67.290,*,,*,,52.95.31.159(52.95.31.159),73.108,*,,*,,52.95.30.212(52.95.30.212),72.977,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,48.225
2020/03/27 17:11:46,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),68.741,210.173.178.59(210.173.178.59),69.995,*,,*,,*,,54.239.53.28(54.239.53.28),69.727,52.95.31.148(52.95.31.148),74.461,*,,52.95.31.175(52.95.31.175),75.960,*,,*,,52.95.30.208(52.95.30.208),79.136,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,71.581
2020/03/27 17:12:01,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),66.499,210.173.178.59(210.173.178.59),66.452,*,,*,,*,,54.239.53.20(54.239.53.20),67.893,52.95.31.148(52.95.31.148),73.013,*,,52.95.31.221(52.95.31.221),72.918,*,,*,,52.95.30.212(52.95.30.212),76.923,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,76.436
