time,ping
2020-01-22 07:00:16,36.903
2020-01-22 07:00:31,36.151
2020-01-22 07:00:46,40.069
2020-01-22 07:01:01,53.433
2020-01-22 07:01:16,35.772
2020-01-22 07:01:31,34.229
2020-01-22 07:01:46,38.369
2020-01-22 07:02:01,38.355
2020-01-22 07:02:16,38.316
2020-01-22 07:02:31,44.342
2020-01-22 07:02:46,27.393
2020-01-22 07:03:01,45.208
2020-01-22 07:03:16,38.107
2020-01-22 07:03:31,34.463
2020-01-22 07:03:46,35.069
2020-01-22 07:04:01,35.341
2020-01-22 07:04:16,38.41
2020-01-22 07:04:31,35.083
2020-01-22 07:04:46,38.02
2020-01-22 07:05:01,34.921
2020-01-22 07:05:16,29.132
2020-01-22 07:05:31,33.429
2020-01-22 07:05:46,39.441
2020-01-22 07:06:01,40.461
2020-01-22 07:06:16,49.963
2020-01-22 07:06:31,45.394
2020-01-22 07:06:46,39.431
2020-01-22 07:07:01,34.453
2020-01-22 07:07:16,36.426
2020-01-22 07:07:31,39.44
2020-01-22 07:07:46,37.447
2020-01-22 07:08:01,35.354
2020-01-22 07:08:16,36.558
2020-01-22 07:08:31,27.035
2020-01-22 07:08:46,45.976
2020-01-22 07:09:01,53.358
2020-01-22 07:09:16,33.805
2020-01-22 07:09:31,37.276
2020-01-22 07:09:46,37.111
2020-01-22 07:10:01,34.795
2020-01-22 07:10:16,27.418
2020-01-22 07:10:31,35.404
2020-01-22 07:10:46,42.108
2020-01-22 07:11:01,39.243
2020-01-22 07:11:16,47.105
2020-01-22 07:11:31,41.434
2020-01-22 07:11:46,52.357
2020-01-22 07:12:01,34.868
2020-01-22 07:12:16,44.396
2020-01-22 07:12:31,45.47
2020-01-22 07:12:46,46.156
2020-01-22 07:13:01,27.366
2020-01-22 07:13:16,47.441
2020-01-22 07:13:31,45.49
2020-01-22 07:13:46,44.137
2020-01-22 07:14:01,59.942
2020-01-22 07:14:16,31.502
2020-01-22 07:14:31,32.087
2020-01-22 07:14:46,35.968
2020-01-22 07:15:01,39.366
2020-01-22 07:15:16,30.688
2020-01-22 07:15:31,47.405
2020-01-22 07:15:46,42.438
2020-01-22 07:16:01,44.105
2020-01-22 07:16:16,33.863
2020-01-22 07:16:31,42.43
2020-01-22 07:16:46,43.863
2020-01-22 07:17:01,42.976
2020-01-22 07:17:16,41.613
