time,ping
2020-01-21 03:00:16,38.714
2020-01-21 03:00:31,47.145
2020-01-21 03:00:46,37.607
2020-01-21 03:01:01,38.935
2020-01-21 03:01:16,37.876
2020-01-21 03:01:31,39.17
2020-01-21 03:01:46,35.996
2020-01-21 03:02:01,48.215
2020-01-21 03:02:16,37.123
2020-01-21 03:02:31,42.343
2020-01-21 03:02:46,37.491
2020-01-21 03:03:01,46.328
2020-01-21 03:03:16,46.386
2020-01-21 03:03:31,40.188
2020-01-21 03:03:46,28.166
2020-01-21 03:04:01,47.09
2020-01-21 03:04:16,32.145
2020-01-21 03:04:31,48.181
2020-01-21 03:04:46,50.162
2020-01-21 03:05:01,31.869
2020-01-21 03:05:16,47.313
2020-01-21 03:05:31,49.96
2020-01-21 03:05:46,36.458
2020-01-21 03:06:01,40.432
2020-01-21 03:06:16,45.049
2020-01-21 03:06:31,43.069
2020-01-21 03:06:46,29.949
2020-01-21 03:07:01,30.996
2020-01-21 03:07:16,47.116
2020-01-21 03:07:31,58.192
2020-01-21 03:07:46,40.054
2020-01-21 03:08:01,36.932
2020-01-21 03:08:16,49.924
2020-01-21 03:08:31,48.04
2020-01-21 03:08:46,43.076
2020-01-21 03:09:01,30.681
2020-01-21 03:09:16,29.959
2020-01-21 03:09:31,41.109
2020-01-21 03:09:46,45.352
2020-01-21 03:10:01,44.984
2020-01-21 03:10:16,47.126
2020-01-21 03:10:31,46.967
2020-01-21 03:10:46,39.048
2020-01-21 03:11:01,48.121
2020-01-21 03:11:16,29.335
2020-01-21 03:11:31,47.056
2020-01-21 03:11:46,32.233
2020-01-21 03:12:01,48.118
2020-01-21 03:12:16,32.141
2020-01-21 03:12:31,46.031
2020-01-21 03:12:46,46.126
2020-01-21 03:13:01,37.498
2020-01-21 03:13:16,47.08
2020-01-21 03:13:31,48.095
2020-01-21 03:13:46,48.006
2020-01-21 03:14:01,37.489
2020-01-21 03:14:16,48.827
2020-01-21 03:14:31,58.172
2020-01-21 03:14:46,30.022
2020-01-21 03:15:01,47.046
2020-01-21 03:15:16,43.826
2020-01-21 03:15:31,47.914
2020-01-21 03:15:46,29.963
2020-01-21 03:16:01,38.114
2020-01-21 03:16:16,48.012
2020-01-21 03:16:31,47.091
2020-01-21 03:16:46,49.034
2020-01-21 03:17:01,32.04
2020-01-21 03:17:16,29.977
2020-01-21 03:17:31,47.195
2020-01-21 03:17:46,45.076
2020-01-21 03:18:01,31.966
2020-01-21 03:18:16,47.03
2020-01-21 03:18:31,47.116
2020-01-21 03:18:46,32.298
2020-01-21 03:19:01,44.721
2020-01-21 03:19:16,28.565
2020-01-21 03:19:31,41.315
2020-01-21 03:19:46,37.093
2020-01-21 03:20:01,37.616
2020-01-21 03:20:16,46.802
