datetime,1st-id,1st-rtt,2nd-id,2nd-rtt,3rd-id,3rd-rtt,4th-id,4th-rtt,5th-id,5th-rtt,6th-id,6th-rtt,7th-id,7th-rtt,8th-id,8th-rtt,9th-id,9th-rtt,10th-id,10th-rtt,11th-id,11th-rtt,12th-id,12th-rtt,13th-id,13th-rtt,14th-id,14th-rtt,15th-id,15th-rtt,16th-id,16th-rtt,17th-id,17th-rtt,18th-id,18th-rtt,19th-id,19th-rtt,20th-id,20th-rtt,21th-id,21th-rtt,22th-id,22th-rtt,23th-id,23th-rtt,24th-id,24th-rtt,25th-id,25th-rtt,26th-id,26th-rtt,27th-id,27th-rtt,28th-id,28th-rtt,29th-id,29th-rtt,30th-id,30th-rtt,ping
2020/03/25 20:00:16,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),136.075,210.173.178.59(210.173.178.59),141.452,*,,*,,*,,54.239.53.36(54.239.53.36),155.268,*,,*,,52.95.31.221(52.95.31.221),155.130,*,,*,,52.95.30.220(52.95.30.220),155.000,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,86.935
2020/03/25 20:00:31,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),64.183,210.173.178.59(210.173.178.59),64.139,*,,*,,*,,54.239.53.14(54.239.53.14),65.572,*,,*,,52.95.31.207(52.95.31.207),70.571,*,,*,,52.95.30.216(52.95.30.216),76.137,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,75.391
2020/03/25 20:00:46,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),63.907,210.173.178.59(210.173.178.59),63.860,*,,*,,*,,54.239.53.63(54.239.53.63),65.100,*,,*,,52.95.31.201(52.95.31.201),71.220,*,,*,,52.95.30.220(52.95.30.220),73.984,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,74.544
2020/03/25 20:01:01,*,,*,,osk004ix50.IIJ.Net(58.138.106.118),72.883,210.173.178.59(210.173.178.59),71.153,*,,*,,*,,54.239.53.49(54.239.53.49),72.469,52.95.31.146(52.95.31.146),86.703,*,,52.95.31.173(52.95.31.173),75.443,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,70.162
2020/03/25 20:01:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),83.562,210.173.178.59(210.173.178.59),84.984,*,,*,,*,,54.239.53.22(54.239.53.22),83.156,*,,*,,52.95.31.209(52.95.31.209),89.863,*,,*,,52.95.30.216(52.95.30.216),92.762,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,75.701
2020/03/25 20:01:31,*,,*,,osk004ix51.IIJ.Net(58.138.106.126),67.249,210.173.178.59(210.173.178.59),67.197,*,,*,,*,,54.239.53.28(54.239.53.28),68.600,*,,*,,52.95.31.159(52.95.31.159),73.809,*,,*,,52.95.30.212(52.95.30.212),77.690,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,74.808
2020/03/25 20:01:46,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),62.965,210.173.178.61(210.173.178.61),62.919,*,,*,,*,,54.239.53.47(54.239.53.47),64.304,*,,*,,52.95.31.193(52.95.31.193),70.540,*,,*,,52.95.30.208(52.95.30.208),73.417,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,78.023
2020/03/25 20:02:01,*,,*,,osk004ix51.IIJ.Net(58.138.107.26),65.193,210.173.178.59(210.173.178.59),63.456,*,,*,,*,,54.239.53.20(54.239.53.20),64.949,*,,*,,52.95.31.221(52.95.31.221),72.109,*,,*,,52.95.30.220(52.95.30.220),74.950,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,70.208
2020/03/25 20:02:16,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),65.594,210.173.178.61(210.173.178.61),65.547,*,,*,,*,,54.239.53.55(54.239.53.55),66.977,52.95.31.148(52.95.31.148),72.903,*,,52.95.31.197(52.95.31.197),74.434,*,,*,,52.95.30.212(52.95.30.212),77.650,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,78.041
2020/03/25 20:02:31,*,,*,,osk004ix50.IIJ.Net(58.138.107.18),64.744,210.173.178.59(210.173.178.59),66.005,*,,*,,*,,54.239.53.47(54.239.53.47),65.811,*,,*,,52.95.31.205(52.95.31.205),72.307,*,,*,,52.95.30.220(52.95.30.220),75.202,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,78.028
