time,ping
2020-01-26 20:00:16,39.271
2020-01-26 20:00:31,32.036
2020-01-26 20:00:46,64.141
2020-01-26 20:01:01,46.33
2020-01-26 20:01:16,30.282
2020-01-26 20:01:31,32.204
2020-01-26 20:01:46,31.189
2020-01-26 20:02:01,33.304
2020-01-26 20:02:16,36.52
2020-01-26 20:02:31,28.458
2020-01-26 20:02:46,31.029
2020-01-26 20:03:01,29.264
2020-01-26 20:03:16,56.998
2020-01-26 20:03:31,31.004
2020-01-26 20:03:46,28.518
2020-01-26 20:04:01,33.348
2020-01-26 20:04:16,35.37
2020-01-26 20:04:31,29.294
2020-01-26 20:04:46,47.358
2020-01-26 20:05:01,33.687
2020-01-26 20:05:16,38.464
2020-01-26 20:05:31,29.394
2020-01-26 20:05:46,37.375
2020-01-26 20:06:01,41.064
2020-01-26 20:06:16,37.479
2020-01-26 20:06:31,38.481
2020-01-26 20:06:46,32.286
2020-01-26 20:07:01,33.843
2020-01-26 20:07:16,32.403
2020-01-26 20:07:31,34.053
2020-01-26 20:07:46,38.48
2020-01-26 20:08:01,30.496
2020-01-26 20:08:16,47.434
2020-01-26 20:08:31,34.333
2020-01-26 20:08:46,31.126
2020-01-26 20:09:01,44.399
2020-01-26 20:09:16,29.288
2020-01-26 20:09:31,30.334
2020-01-26 20:09:46,31.389
2020-01-26 20:10:01,29.219
2020-01-26 20:10:16,36.11
2020-01-26 20:10:31,31.381
2020-01-26 20:10:46,29.368
2020-01-26 20:11:01,32.599
2020-01-26 20:11:16,39.295
2020-01-26 20:11:31,31.322
2020-01-26 20:11:46,37.533
2020-01-26 20:12:01,30.123
2020-01-26 20:12:16,35.263
2020-01-26 20:12:31,29.923
2020-01-26 20:12:46,38.421
2020-01-26 20:13:01,31.338
2020-01-26 20:13:16,29.518
2020-01-26 20:13:31,30.395
2020-01-26 20:13:46,29.594
2020-01-26 20:14:01,32.995
2020-01-26 20:14:16,47.256
2020-01-26 20:14:31,35.835
2020-01-26 20:14:46,32.945
2020-01-26 20:15:01,34.082
2020-01-26 20:15:16,39.334
2020-01-26 20:15:31,28.291
2020-01-26 20:15:46,32.276
2020-01-26 20:16:01,32.376
2020-01-26 20:16:16,50.368
2020-01-26 20:16:31,37.328
2020-01-26 20:16:46,30.275
2020-01-26 20:17:01,28.625
2020-01-26 20:17:16,29.303
2020-01-26 20:17:31,37.331
2020-01-26 20:17:46,38.309
2020-01-26 20:18:01,29.664
2020-01-26 20:18:16,30.126
2020-01-26 20:18:31,49.576
2020-01-26 20:18:46,31.288
2020-01-26 20:19:01,46.417
2020-01-26 20:19:16,47.448
2020-01-26 20:19:31,30.639
2020-01-26 20:19:46,30.356
2020-01-26 20:20:01,33.961
2020-01-26 20:20:16,30.287
2020-01-26 20:20:31,30.694
2020-01-26 20:20:46,36.375
2020-01-26 20:21:01,34.364
2020-01-26 20:21:16,46.103
2020-01-26 20:21:31,49.542
2020-01-26 20:21:46,32.347
2020-01-26 20:22:01,39.403
2020-01-26 20:22:16,29.525
2020-01-26 20:22:31,32.301
2020-01-26 20:22:46,30.359
2020-01-26 20:23:01,34.448
2020-01-26 20:23:16,33.386
2020-01-26 20:23:31,31.277
2020-01-26 20:23:46,29.544
2020-01-26 20:24:01,33.372
2020-01-26 20:24:16,53.449
2020-01-26 20:24:31,50.351
2020-01-26 20:24:46,32.586
2020-01-26 20:25:01,45.275
2020-01-26 20:25:16,38.348
2020-01-26 20:25:31,29.331
2020-01-26 20:25:46,34.997
2020-01-26 20:26:01,33.668
2020-01-26 20:26:16,40.365
2020-01-26 20:26:31,31.896
2020-01-26 20:26:46,29.245
2020-01-26 20:27:01,30.315
2020-01-26 20:27:16,40.444
2020-01-26 20:27:31,30.349
2020-01-26 20:27:46,28.455
2020-01-26 20:28:01,30.21
2020-01-26 20:28:16,29.222
2020-01-26 20:28:31,46.478
2020-01-26 20:28:46,30.281
2020-01-26 20:29:01,41.371
2020-01-26 20:29:16,32.563
2020-01-26 20:29:31,49.561
2020-01-26 20:29:46,40.354
2020-01-26 20:30:01,39.566
2020-01-26 20:30:16,44.502
2020-01-26 20:30:31,40.663
2020-01-26 20:30:46,30.222
2020-01-26 20:31:01,38.184
2020-01-26 20:31:16,39.522
2020-01-26 20:31:31,40.376
2020-01-26 20:31:46,46.022
2020-01-26 20:32:01,38.64
2020-01-26 20:32:16,47.774
2020-01-26 20:32:31,44.578
2020-01-26 20:32:46,40.85
2020-01-26 20:33:01,45.836
2020-01-26 20:33:16,42.047
2020-01-26 20:33:31,44.392
2020-01-26 20:33:46,40.356
2020-01-26 20:34:01,45.67
2020-01-26 20:34:16,40.667
2020-01-26 20:34:31,39.422
2020-01-26 20:34:46,40.213
2020-01-26 20:35:01,44.334
2020-01-26 20:35:16,39.805
2020-01-26 20:35:31,47.244
2020-01-26 20:35:46,39.858
2020-01-26 20:36:01,46.841
2020-01-26 20:36:16,36.43
2020-01-26 20:36:31,42.308
2020-01-26 20:36:46,40.02
2020-01-26 20:37:01,38.558
2020-01-26 20:37:16,39.647
2020-01-26 20:37:31,56.417
2020-01-26 20:37:46,40.214
2020-01-26 20:38:01,39.081
2020-01-26 20:38:16,45.407
2020-01-26 20:38:31,39.354
2020-01-26 20:38:46,43.221
2020-01-26 20:39:01,44.557
2020-01-26 20:39:16,42.422
2020-01-26 20:39:31,45.015
2020-01-26 20:39:46,39.361
2020-01-26 20:40:01,46.355
2020-01-26 20:40:16,40.718
2020-01-26 20:40:31,43.242
2020-01-26 20:40:46,39.644
2020-01-26 20:41:01,40.396
2020-01-26 20:41:16,45.299
2020-01-26 20:41:31,38.871
2020-01-26 20:41:46,39.332
2020-01-26 20:42:01,47.757
2020-01-26 20:42:16,40.161
2020-01-26 20:42:31,41.439
2020-01-26 20:42:46,39.354
2020-01-26 20:43:01,40.629
2020-01-26 20:43:16,39.275
2020-01-26 20:43:31,37.774
2020-01-26 20:43:46,55.586
2020-01-26 20:44:01,46.311
2020-01-26 20:44:16,38.828
2020-01-26 20:44:31,40.126
2020-01-26 20:44:46,38.038
2020-01-26 20:45:01,40.092
2020-01-26 20:45:16,44.378
2020-01-26 20:45:31,41.345
2020-01-26 20:45:46,38.434
2020-01-26 20:46:01,29.354
2020-01-26 20:46:16,45.232
2020-01-26 20:46:31,43.502
2020-01-26 20:46:46,40.286
2020-01-26 20:47:01,46.564
2020-01-26 20:47:16,40.287
2020-01-26 20:47:31,46.589
2020-01-26 20:47:46,46.832
2020-01-26 20:48:01,39.27
2020-01-26 20:48:16,42.25
2020-01-26 20:48:31,43.089
2020-01-26 20:48:46,38.562
2020-01-26 20:49:01,39.261
2020-01-26 20:49:16,39.47
2020-01-26 20:49:31,38.36
2020-01-26 20:49:46,46.737
2020-01-26 20:50:01,40.446
2020-01-26 20:50:16,42.365
2020-01-26 20:50:31,40.347
2020-01-26 20:50:46,41.302
2020-01-26 20:51:01,39.335
2020-01-26 20:51:16,43.287
2020-01-26 20:51:31,40.488
2020-01-26 20:51:46,39.76
2020-01-26 20:52:01,37.632
2020-01-26 20:52:16,43.336
2020-01-26 20:52:31,41.489
2020-01-26 20:52:46,35.464
2020-01-26 20:53:01,37.715
2020-01-26 20:53:16,39.249
2020-01-26 20:53:31,40.398
2020-01-26 20:53:46,44.674
2020-01-26 20:54:01,41.566
2020-01-26 20:54:16,37.642
2020-01-26 20:54:31,39.427
2020-01-26 20:54:46,30.306
2020-01-26 20:55:01,29.336
2020-01-26 20:55:16,49.376
2020-01-26 20:55:31,33.347
2020-01-26 20:55:46,44.056
2020-01-26 20:56:01,34.461
2020-01-26 20:56:16,55.458
2020-01-26 20:56:31,36.236
2020-01-26 20:56:46,45.498
2020-01-26 20:57:01,39.78
2020-01-26 20:57:16,39.43
2020-01-26 20:57:31,35.993
2020-01-26 20:57:46,32.502
