datetime,ping
2020-08-24 00:00:01,38.302
2020-08-24 00:00:16,78.349
2020-08-24 00:00:31,74.638
2020-08-24 00:00:46,75.585
2020-08-24 00:01:01,73.714
2020-08-24 00:01:16,85.844
2020-08-24 00:01:31,75.819
2020-08-24 00:01:46,75.901
2020-08-24 00:02:01,38.865
2020-08-24 00:02:16,83.987
2020-08-24 00:02:31,76.046
2020-08-24 00:02:46,84.233
2020-08-24 00:03:01,31.210
2020-08-24 00:03:16,76.242
2020-08-24 00:03:31,77.330
2020-08-24 00:03:46,83.801
2020-08-24 00:04:01,75.353
2020-08-24 00:04:16,84.445
2020-08-24 00:04:31,85.657
2020-08-24 00:04:46,84.519
2020-08-24 00:05:01,39.487
2020-08-24 00:05:16,75.261
2020-08-24 00:05:31,84.455
2020-08-24 00:05:46,76.921
2020-08-24 00:06:01,70.939
2020-08-24 00:06:16,85.101
2020-08-24 00:06:31,78.162
2020-08-24 00:06:46,85.257
2020-08-24 00:07:01,34.943
2020-08-24 00:07:16,74.353
2020-08-24 00:07:31,84.874
2020-08-24 00:07:46,75.006
2020-08-24 00:08:01,34.197
2020-08-24 00:08:16,71.173
2020-08-24 00:08:31,82.813
2020-08-24 00:08:46,83.943
2020-08-24 00:09:01,76.289
2020-08-24 00:09:16,86.402
2020-08-24 00:09:31,85.017
2020-08-24 00:09:46,78.100
2020-08-24 00:10:01,35.155
2020-08-24 00:10:16,85.204
2020-08-24 00:10:31,79.174
2020-08-24 00:10:46,78.294
2020-08-24 00:11:01,48.439
2020-08-24 00:11:16,76.565
2020-08-24 00:11:31,81.626
2020-08-24 00:11:46,86.616
2020-08-24 00:12:01,78.772
2020-08-24 00:12:16,86.821
2020-08-24 00:12:31,78.907
2020-08-24 00:12:46,79.992
2020-08-24 00:13:01,34.971
2020-08-24 00:13:16,78.425
2020-08-24 00:13:31,76.253
2020-08-24 00:13:46,87.184
2020-08-24 00:14:01,85.591
2020-08-24 00:14:16,65.452
2020-08-24 00:14:31,87.579
2020-08-24 00:14:46,88.387
2020-08-24 00:15:01,37.559
2020-08-24 00:15:16,80.561
2020-08-24 00:15:31,87.780
2020-08-24 00:15:46,80.635
2020-08-24 00:16:01,47.782
2020-08-24 00:16:16,80.867
2020-08-24 00:16:31,78.979
2020-08-24 00:16:46,81.022
2020-08-24 00:17:01,81.035
2020-08-24 00:17:16,86.333
2020-08-24 00:17:31,89.402
2020-08-24 00:17:46,84.020
2020-08-24 00:18:01,37.325
2020-08-24 00:18:16,88.518
2020-08-24 00:18:31,80.217
2020-08-24 00:18:46,80.453
2020-08-24 00:19:01,62.925
2020-08-24 00:19:16,80.868
2020-08-24 00:19:31,70.928
2020-08-24 00:19:46,79.827
2020-08-24 00:20:01,41.078
2020-08-24 00:20:16,82.497
2020-08-24 00:20:31,71.052
2020-08-24 00:20:46,71.134
2020-08-24 00:21:01,39.249
2020-08-24 00:21:16,81.433
2020-08-24 00:21:31,80.283
2020-08-24 00:21:46,81.292
2020-08-24 00:22:01,71.536
2020-08-24 00:22:16,71.613
2020-08-24 00:22:31,71.603
2020-08-24 00:22:46,80.855
2020-08-24 00:23:01,40.703
2020-08-24 00:23:16,72.006
2020-08-24 00:23:31,72.037
2020-08-24 00:23:46,71.940
2020-08-24 00:24:01,70.863
2020-08-24 00:24:16,72.151
2020-08-24 00:24:31,72.194
2020-08-24 00:24:46,72.267
2020-08-24 00:25:01,72.155
2020-08-24 00:25:16,92.379
2020-08-24 00:25:31,72.548
2020-08-24 00:25:46,72.550
2020-08-24 00:26:01,38.499
2020-08-24 00:26:16,72.682
2020-08-24 00:26:31,72.699
2020-08-24 00:26:46,72.840
2020-08-24 00:27:01,61.074
2020-08-24 00:27:16,72.071
2020-08-24 00:27:31,73.120
2020-08-24 00:27:46,73.128
2020-08-24 00:28:01,44.579
2020-08-24 00:28:16,73.211
2020-08-24 00:28:31,73.410
2020-08-24 00:28:46,73.446
2020-08-24 00:29:01,42.455
2020-08-24 00:29:16,72.448
2020-08-24 00:29:31,72.392
2020-08-24 00:29:46,73.726
2020-08-24 00:30:01,74.631
2020-08-24 00:30:16,73.902
2020-08-24 00:30:31,75.064
2020-08-24 00:30:46,73.881
2020-08-24 00:31:01,47.029
2020-08-24 00:31:16,74.145
2020-08-24 00:31:31,73.923
2020-08-24 00:31:46,73.261
2020-08-24 00:32:01,84.756
2020-08-24 00:32:16,74.343
2020-08-24 00:32:31,74.461
2020-08-24 00:32:46,75.567
2020-08-24 00:33:01,74.634
2020-08-24 00:33:16,74.721
2020-08-24 00:33:31,76.391
2020-08-24 00:33:46,74.751
2020-08-24 00:34:01,41.988
2020-08-24 00:34:16,74.868
2020-08-24 00:34:31,74.999
2020-08-24 00:34:46,75.068
2020-08-24 00:35:01,61.778
2020-08-24 00:35:16,74.025
2020-08-24 00:35:31,75.235
2020-08-24 00:35:46,75.248
2020-08-24 00:36:01,42.271
2020-08-24 00:36:16,75.568
2020-08-24 00:36:31,75.571
2020-08-24 00:36:46,75.671
2020-08-24 00:37:01,43.325
2020-08-24 00:37:16,74.801
2020-08-24 00:37:31,75.466
