datetime,1st-id,1st-rtt,2nd-id,2nd-rtt,3rd-id,3rd-rtt,4th-id,4th-rtt,5th-id,5th-rtt,6th-id,6th-rtt,7th-id,7th-rtt,8th-id,8th-rtt,9th-id,9th-rtt,10th-id,10th-rtt,11th-id,11th-rtt,12th-id,12th-rtt,13th-id,13th-rtt,14th-id,14th-rtt,15th-id,15th-rtt,16th-id,16th-rtt,17th-id,17th-rtt,18th-id,18th-rtt,19th-id,19th-rtt,20th-id,20th-rtt,21th-id,21th-rtt,22th-id,22th-rtt,23th-id,23th-rtt,24th-id,24th-rtt,25th-id,25th-rtt,26th-id,26th-rtt,27th-id,27th-rtt,28th-id,28th-rtt,29th-id,29th-rtt,30th-id,30th-rtt,ping
2020/02/24 12:00:16,*,,tky008nasgw110.IIJ.Net(160.13.52.241),38.452,*,,tky001bb10.IIJ.Net(58.138.88.1),51.437,tky001ix11.IIJ.Net(58.138.101.2),51.390,210.173.176.198(210.173.176.198),51.343,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),48.714,,,,,,,,,,,,,,,,,,,,,,,45.209
2020/02/24 12:00:31,*,,tky008nasgw110.IIJ.Net(160.13.52.241),30.611,*,,tky001bb10.IIJ.Net(58.138.80.97),39.412,tky001ix15.IIJ.Net(58.138.102.210),39.327,210.173.176.198(210.173.176.198),39.277,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),31.467,,,,,,,,,,,,,,,,,,,,,,,39.612
2020/02/24 12:00:46,*,,tky008nasgw110.IIJ.Net(160.13.52.241),41.127,*,,tky001bb10.IIJ.Net(58.138.88.1),41.028,tky001ix15.IIJ.Net(58.138.101.10),49.971,210.173.176.188(210.173.176.188),49.924,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),31.929,,,,,,,,,,,,,,,,,,,,,,,39.964
2020/02/24 12:01:01,*,,tky008nasgw110.IIJ.Net(160.13.52.241),47.171,*,,tky001bb10.IIJ.Net(58.138.80.97),63.929,tky001ix15.IIJ.Net(58.138.102.210),63.850,210.173.176.188(210.173.176.188),63.767,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),43.061,,,,,,,,,,,,,,,,,,,,,,,46.005
2020/02/24 12:01:16,*,,tky008nasgw110.IIJ.Net(160.13.52.241),29.258,*,,tky001bb10.IIJ.Net(58.138.80.97),47.563,tky001ix15.IIJ.Net(58.138.102.210),47.519,210.173.176.188(210.173.176.188),47.471,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),43.133,,,,,,,,,,,,,,,,,,,,,,,40.368
2020/02/24 12:01:31,*,,tky008nasgw110.IIJ.Net(160.13.52.241),32.079,*,,tky001bb10.IIJ.Net(58.138.80.97),43.164,tky001ix11.IIJ.Net(58.138.102.202),43.103,210.173.176.188(210.173.176.188),43.044,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),31.359,,,,,,,,,,,,,,,,,,,,,,,41.401
2020/02/24 12:01:46,*,,tky008nasgw110.IIJ.Net(160.13.52.241),49.084,*,,tky001bb10.IIJ.Net(58.138.80.97),58.016,tky001ix15.IIJ.Net(58.138.102.210),57.971,210.173.176.188(210.173.176.188),57.923,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),30.829,,,,,,,,,,,,,,,,,,,,,,,35.772
2020/02/24 12:02:01,*,,tky008nasgw110.IIJ.Net(160.13.52.241),46.102,*,,tky001bb10.IIJ.Net(58.138.80.97),45.999,tky001ix15.IIJ.Net(58.138.102.210),63.224,210.173.176.198(210.173.176.198),66.061,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),43.438,,,,,,,,,,,,,,,,,,,,,,,38.051
2020/02/24 12:02:16,*,,tky008nasgw110.IIJ.Net(160.13.52.241),47.684,*,,tky001bb10.IIJ.Net(58.138.80.97),64.427,tky001ix15.IIJ.Net(58.138.101.10),83.375,210.173.176.198(210.173.176.198),64.192,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),53.628,,,,,,,,,,,,,,,,,,,,,,,39.039
2020/02/24 12:02:31,*,,tky008nasgw110.IIJ.Net(160.13.52.241),33.528,*,,tky001bb10.IIJ.Net(58.138.80.97),54.309,tky001ix15.IIJ.Net(58.138.101.10),43.385,210.173.176.188(210.173.176.188),43.340,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,*,,server-99-84-51-70.nrt20.r.cloudfront.net(99.84.51.70),31.804,,,,,,,,,,,,,,,,,,,,,,,38.442
