datetime,1st-id,1st-rtt,2nd-id,2nd-rtt,3rd-id,3rd-rtt,4th-id,4th-rtt,5th-id,5th-rtt,6th-id,6th-rtt,7th-id,7th-rtt,8th-id,8th-rtt,9th-id,9th-rtt,10th-id,10th-rtt,11th-id,11th-rtt,12th-id,12th-rtt,13th-id,13th-rtt,14th-id,14th-rtt,15th-id,15th-rtt,16th-id,16th-rtt,17th-id,17th-rtt,18th-id,18th-rtt,19th-id,19th-rtt,20th-id,20th-rtt,21th-id,21th-rtt,22th-id,22th-rtt,23th-id,23th-rtt,24th-id,24th-rtt,25th-id,25th-rtt,26th-id,26th-rtt,27th-id,27th-rtt,28th-id,28th-rtt,29th-id,29th-rtt,30th-id,30th-rtt,ping
2020/03/03 07:00:16,*,,tky008nasgw110.IIJ.Net(160.13.52.245),39.202,*,,tky001bb10.IIJ.Net(58.138.80.97),39.101,tky001ix50.IIJ.Net(58.138.102.34),55.750,210.130.154.162(210.130.154.162),55.704,202.93.74.46(202.93.74.46),55.662,182.22.25.252(182.22.25.252),55.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.751
2020/03/03 07:00:31,*,,tky008nasgw110.IIJ.Net(160.13.52.245),28.962,*,,tky001bb10.IIJ.Net(58.138.80.97),77.196,tky001ix50.IIJ.Net(58.138.102.18),39.016,210.130.154.162(210.130.154.162),39.290,*,,182.22.28.252(182.22.28.252),38.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.063
2020/03/03 07:00:46,*,,tky008nasgw110.IIJ.Net(160.13.52.245),38.289,*,,tky001bb10.IIJ.Net(58.138.80.97),38.169,tky001ix50.IIJ.Net(58.138.102.18),47.256,210.130.154.162(210.130.154.162),49.128,*,,182.22.28.252(182.22.28.252),47.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.390
2020/03/03 07:01:01,*,,tky008nasgw110.IIJ.Net(160.13.52.241),30.557,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),56.383,210.138.106.238(210.138.106.238),59.523,183.79.224.202(183.79.224.202),59.926,183.79.250.251(183.79.250.251),59.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.005
2020/03/03 07:01:16,*,,tky008nasgw110.IIJ.Net(160.13.52.245),33.021,*,,tky001bb10.IIJ.Net(58.138.80.97),32.808,tky001ix50.IIJ.Net(58.138.102.34),39.744,210.130.154.162(210.130.154.162),41.520,202.93.95.178(202.93.95.178),39.593,203.141.47.66(203.141.47.66),39.546,*,,*,,182.22.16.253(182.22.16.253),41.210,182.22.16.251(182.22.16.251),39.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.086
2020/03/03 07:01:31,*,,tky008nasgw110.IIJ.Net(160.13.52.241),28.291,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),48.493,210.138.106.238(210.138.106.238),48.456,183.79.224.146(183.79.224.146),50.038,183.79.250.123(183.79.250.123),48.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.348
2020/03/03 07:01:46,*,,tky008nasgw110.IIJ.Net(160.13.52.241),28.244,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),48.376,210.138.106.238(210.138.106.238),48.335,183.79.224.150(183.79.224.150),48.292,183.79.217.124(183.79.217.124),48.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.112
2020/03/03 07:02:01,*,,tky008nasgw110.IIJ.Net(160.13.52.241),47.028,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),68.173,210.138.106.238(210.138.106.238),68.082,183.79.224.146(183.79.224.146),77.343,183.79.250.123(183.79.250.123),67.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.105
2020/03/03 07:02:16,*,,tky008nasgw110.IIJ.Net(160.13.52.241),32.939,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),53.520,210.138.106.238(210.138.106.238),53.457,183.79.224.146(183.79.224.146),53.411,183.79.250.123(183.79.250.123),53.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.061
2020/03/03 07:02:31,*,,tky008nasgw110.IIJ.Net(160.13.52.241),37.919,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),59.050,210.138.106.238(210.138.106.238),64.572,183.79.224.150(183.79.224.150),58.876,183.79.217.124(183.79.217.124),58.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.941
2020/03/03 07:02:46,*,,tky008nasgw110.IIJ.Net(160.13.52.241),35.729,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),55.764,210.138.106.238(210.138.106.238),55.939,124.83.228.54(124.83.228.54),55.896,124.83.228.222(124.83.228.222),55.624,*,,*,,183.79.219.253(183.79.219.253),55.474,183.79.219.252(183.79.219.252),55.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.095
2020/03/03 07:03:01,*,,tky008nasgw110.IIJ.Net(160.13.52.245),47.268,*,,tky001bb10.IIJ.Net(58.138.80.97),47.174,tky001ix50.IIJ.Net(58.138.102.18),57.130,210.130.154.162(210.130.154.162),58.792,202.93.74.46(202.93.74.46),58.735,182.22.25.252(182.22.25.252),56.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.498
2020/03/03 07:03:16,*,,tky008nasgw110.IIJ.Net(160.13.52.245),29.436,*,,tky001bb10.IIJ.Net(58.138.80.97),38.140,tky001ix50.IIJ.Net(58.138.102.18),38.093,210.130.154.162(210.130.154.162),38.052,*,,182.22.25.124(182.22.25.124),37.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.199
2020/03/03 07:03:31,*,,tky008nasgw110.IIJ.Net(160.13.52.241),38.575,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),58.633,210.138.106.238(210.138.106.238),58.558,183.79.224.146(183.79.224.146),58.425,183.79.250.123(183.79.250.123),58.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.118
2020/03/03 07:03:46,*,,tky008nasgw110.IIJ.Net(160.13.52.241),37.044,*,,*,,osk004ip56.IIJ.Net(58.138.106.154),47.731,210.138.106.238(210.138.106.238),49.924,183.79.224.202(183.79.224.202),49.884,183.79.250.251(183.79.250.251),49.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.972
